date,id,data,extra,feedback
19/11/2013,6DCC05E4-3679-B401-633C-729D1B5DB599,"18,0,0,0,32,100,15,0,0,0,50,49,10,0,0,0,100,0,24,0,0,0,76,59,14,0,0,0,13,64,4,0,0,0,45,66,16,0,0,0,0,100,26,0,0,0,22,100,29,0,0,0,77,34,8,0,0,0,100,0,28,0,0,0,0,100,3,0,0,0,49,48,30,0,0,0,54,78,19,0,0,0,0,100,27,0,0,0,0,100,31,0,0,0,18,12,17,0,0,0,19,76,1,0,0,0,20,80,7,0,0,0,100,28,32,0,0,0,100,0,25,0,0,0,77,26,11,0,0,0,0,100,13,0,0,0,100,0,6,0,0,0,69,12,22,0,0,0,47,75,23,0,0,0,100,0,9,0,0,0,100,0,2,0,0,0,0,76,21,0,0,0,4,33,5,0,0,0,9,75,12,0,0,0,58,63,20,0,0,0,82,7","2,28,7,10,18.5694,2,1,9",Depending on the initial impact of A and B on E made me decide who was more responsible for E making or missing the gate. This was an interesting experiment.
19/11/2013,D986CF6B-F4B1-8116-03EF-729D211ECEFB,"10,0,0,0,23,71,14,0,0,0,75,39,5,0,0,0,100,0,31,0,0,0,0,0,3,0,0,0,51,51,16,0,0,0,100,0,8,0,0,0,0,100,7,0,0,0,16,100,24,0,0,0,0,100,23,0,0,0,0,52,4,0,0,0,52,51,19,0,0,0,0,0,17,0,0,0,52,51,2,0,0,0,0,0,15,0,0,0,50,50,29,0,0,0,51,50,11,0,0,0,100,0,26,0,0,0,55,43,21,0,0,0,100,0,9,0,0,0,0,100,12,0,0,0,100,0,22,0,0,0,100,0,32,0,0,0,0,40,6,0,0,0,100,0,30,0,0,0,50,50,13,0,0,0,0,100,20,0,0,0,0,51,28,0,0,0,31,0,25,0,0,0,6,64,1,0,0,0,0,25,18,0,0,0,51,51,27,0,0,0,0,0","2,27,6,10,20.731116666666665,1,1,9","I thought they were responsible when they were a necessary part of a collision which caused E to go through or not go through. If E was going to go through anyway, I tended to feel the balls were not responsible, except in cases where one knocked it off course and the other was necessary to knock it back on. In some cases, I guessed that if one ball had been absent, a collision with the other ball would have still resulted in the same outcome, in which case I might not have considered a ball responsible even though it was involved. There were times when I wished I could control how many replays I viewed: in several cases, I felt ready to decide after one viewing, but in a few cases I wished I could have viewed once or twice more to better gauge what would have happened without certain events."
19/11/2013,8F923B24-13E1-67DF-27CF-729E9E5FAA1C,"2,0,0,0,35,35,20,0,0,0,88,79,4,0,0,0,91,92,1,0,0,0,52,51,15,0,0,0,86,85,14,0,0,0,43,49,32,0,0,0,0,91,31,0,0,0,45,45,23,0,0,0,0,83,30,0,0,0,62,62,8,0,0,0,13,78,25,0,0,0,5,88,22,0,0,0,86,9,19,0,0,0,81,45,18,0,0,0,84,84,29,0,0,0,81,65,3,0,0,0,92,94,28,0,0,0,93,0,6,0,0,0,88,0,24,0,0,0,55,84,17,0,0,0,84,83,9,0,0,0,0,92,11,0,0,0,94,0,5,0,0,0,93,0,10,0,0,0,0,87,16,0,0,0,93,0,26,0,0,0,87,29,21,0,0,0,77,26,27,0,0,0,63,0,12,0,0,0,82,81,13,0,0,0,83,0,7,0,0,0,63,80","1,38,4,10,17.835133333333335,1,1,9",They were responsible for E going through or missing the gate whenvever they directly or indirectly caused it to go through.
19/11/2013,2E2D1C5A-CAE4-C4D1-ADED-729FF4BAF3F0,"10,0,0,0,75,34,8,0,0,0,100,0,31,0,0,0,84,14,5,0,0,0,83,5,16,0,0,0,100,0,13,0,0,0,89,6,9,0,0,0,100,0,29,0,0,0,53,52,26,0,0,0,100,0,11,0,0,0,0,100,27,0,0,0,3,95,18,0,0,0,47,48,19,0,0,0,50,50,28,0,0,0,0,100,15,0,0,0,49,49,22,0,0,0,0,100,21,0,0,0,4,93,17,0,0,0,5,95,3,0,0,0,48,48,12,0,0,0,2,96,7,0,0,0,49,49,6,0,0,0,8,83,32,0,0,0,100,0,20,0,0,0,92,6,24,0,0,0,50,50,14,0,0,0,74,18,4,0,0,0,49,49,25,0,0,0,16,77,2,0,0,0,50,50,1,0,0,0,12,87,30,0,0,0,48,47,23,0,0,0,0,0","1,45,6,10,17.009733333333333,2,1,9",I chose the one that seemed to make more of an impact of E going through the gate or not.
19/11/2013,D367E567-C34F-4FC3-AAE4-72A125BA01D7,"3,0,0,0,100,99,31,0,0,0,98,98,29,0,0,0,20,3,24,0,0,0,77,97,27,0,0,0,5,100,16,0,0,0,98,2,7,0,0,0,99,1,20,0,0,0,55,55,19,0,0,0,76,51,28,0,0,0,98,2,26,0,0,0,2,2,22,0,0,0,2,2,1,0,0,0,2,2,9,0,0,0,2,3,30,0,0,0,2,2,8,0,0,0,1,99,17,0,0,0,2,2,5,0,0,0,2,2,23,0,0,0,2,2,11,0,0,0,100,2,21,0,0,0,2,2,25,0,0,0,2,2,18,0,0,0,2,2,13,0,0,0,2,2,12,0,0,0,89,5,4,0,0,0,52,51,6,0,0,0,2,2,2,0,0,0,2,2,10,0,0,0,2,2,14,0,0,0,2,2,15,0,0,0,80,80,32,0,0,0,2,98","1,57,5,9,20.58595,1,1,9","Yes, showing the picture 3 times  created a confusing memory for me at times.  I am almost sure I picked the wrong letters in a few. "
19/11/2013,9F152575-5E4C-BAD0-1FA8-72A1580FDDC3,"23,0,0,0,100,0,4,0,0,0,100,100,29,0,0,0,100,100,3,0,0,0,100,100,30,0,0,0,100,100,10,0,0,0,47,0,22,0,0,0,1,100,8,0,0,0,100,0,18,0,0,0,100,100,25,0,0,0,100,62,32,0,0,0,49,0,9,0,0,0,100,0,24,0,0,0,51,50,26,0,0,0,100,0,27,0,0,0,0,100,28,0,0,0,0,100,15,0,0,0,99,100,2,0,0,0,0,0,16,0,0,0,0,100,12,0,0,0,0,100,31,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,98,11,0,0,0,0,99,13,0,0,0,99,0,5,0,0,0,0,100,7,0,0,0,99,0,14,0,0,0,0,100,17,0,0,0,51,49,6,0,0,0,0,99,20,0,0,0,77,46","2,28,3,10,18.86691666666667,2,1,9","I looked at whether E would have gone through the gate if neither A nor B interacted with it. I tried to say that A and B were either fully responsible or fully not responsible based upon ""if...then"" logic. The last experiment seemed more difficult though."
19/11/2013,D9B43733-2B3B-4B26-88C5-72A181540722,"16,0,0,0,100,5,27,0,0,0,94,30,18,0,0,0,58,76,15,0,0,0,78,78,31,0,0,0,75,80,8,0,0,0,14,82,4,0,0,0,57,69,13,0,0,0,6,92,21,0,0,0,50,64,22,0,0,0,93,8,24,0,0,0,70,69,5,0,0,0,70,20,2,0,0,0,12,12,10,0,0,0,11,15,20,0,0,0,46,57,25,0,0,0,68,32,32,0,0,0,5,86,19,0,0,0,75,58,26,0,0,0,32,91,17,0,0,0,87,26,1,0,0,0,10,10,30,0,0,0,80,18,29,0,0,0,32,72,6,0,0,0,77,32,3,0,0,0,62,55,28,0,0,0,73,6,23,0,0,0,5,79,9,0,0,0,2,88,11,0,0,0,79,7,12,0,0,0,64,38,14,0,0,0,9,8,7,0,0,0,69,69","1,30,7,8,23.4311,1,1,9","In general I looked at different criteria when determining when a ball was responsible for ball E going through the gate or ball E missing it. Responsible for going through: Ball hits E directly into gate, Ball hits another Ball which hits E directly into the gate, Ball corrects Ball E's trajectory so that it makes it into the gate. Responsible for not going through: If a ball interrupts E's trajectory as it's heading into the gate, or interferes with another Ball that would've hit E and directed it to the right path."
19/11/2013,31F9B64D-2AD5-7923-935B-72A1B79F7521,"2,0,0,0,50,50,23,0,0,0,0,100,25,0,0,0,47,100,13,0,0,0,0,100,12,0,0,0,49,49,10,0,0,0,100,0,17,0,0,0,100,0,28,0,0,0,100,0,7,0,0,0,24,76,31,0,0,0,50,50,3,0,0,0,49,49,6,0,0,0,100,0,9,0,0,0,0,100,19,0,0,0,50,49,27,0,0,0,100,0,24,0,0,0,48,47,14,0,0,0,0,0,15,0,0,0,50,49,18,0,0,0,50,50,20,0,0,0,45,45,32,0,0,0,0,100,4,0,0,0,50,50,5,0,0,0,100,0,22,0,0,0,50,50,11,0,0,0,100,0,26,0,0,0,0,100,1,0,0,0,0,0,29,0,0,0,0,0,16,0,0,0,100,0,8,0,0,0,100,0,30,0,0,0,0,100,21,0,0,0,100,0","2,25,0,10,19.404483333333335,1,1,9","When they both started off with too much speed and ferciousity. When they didnt interject with E in its movements. Very well thought-out, prepared, and developed experiment."
19/11/2013,90F8803C-5E0C-A017-A4BC-72A1F6289DEC,"30,0,0,0,18,84,20,0,0,0,51,50,7,0,0,0,53,50,11,0,0,0,1,100,27,0,0,0,0,100,5,0,0,0,50,49,22,0,0,0,100,0,1,0,0,0,52,50,28,0,0,0,0,100,16,0,0,0,0,100,10,0,0,0,51,49,17,0,0,0,52,52,24,0,0,0,50,48,31,0,0,0,52,50,9,0,0,0,100,0,6,0,0,0,51,51,4,0,0,0,48,47,18,0,0,0,53,53,3,0,0,0,56,56,26,0,0,0,100,4,19,0,0,0,53,52,29,0,0,0,56,46,15,0,0,0,56,57,13,0,0,0,97,1,25,0,0,0,100,0,12,0,0,0,0,0,21,0,0,0,0,99,14,0,0,0,0,0,23,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,98,0,32,0,0,0,99,0","2,32,0,10,17.218983333333334,2,1,9",when the ball obv hit the other one
19/11/2013,6002237B-38C8-3743-0535-72A22C9F0890,"25,0,0,0,55,100,30,0,0,0,24,90,2,0,0,0,51,50,26,0,0,0,32,97,32,0,0,0,2,100,12,0,0,0,100,66,11,0,0,0,100,2,23,0,0,0,4,100,13,0,0,0,4,100,14,0,0,0,100,100,6,0,0,0,100,3,9,0,0,0,2,100,22,0,0,0,100,0,3,0,0,0,100,100,1,0,0,0,100,100,28,0,0,0,99,1,29,0,0,0,0,99,17,0,0,0,99,92,18,0,0,0,96,99,24,0,0,0,19,98,8,0,0,0,0,98,16,0,0,0,98,0,5,0,0,0,99,0,27,0,0,0,99,0,15,0,0,0,99,99,20,0,0,0,24,99,19,0,0,0,95,88,21,0,0,0,99,67,7,0,0,0,52,98,31,0,0,0,3,6,4,0,0,0,74,97,10,0,0,0,98,96","1,38,2,10,18.536483333333333,1,1,9",When there was a very obviious contact with only one ball or without either of the balls touching it. It depended one whether the contact would send it off course and how much and how much the second ball had to help get it back on track. This was very interesting. 
19/11/2013,AC5286D1-7B9E-F8CE-70BB-72A25F8D2E27,"10,0,0,0,98,6,9,0,0,0,73,61,31,0,0,0,1,2,25,0,0,0,47,48,21,0,0,0,28,82,19,0,0,0,4,2,12,0,0,0,2,13,2,0,0,0,1,1,26,0,0,0,47,46,18,0,0,0,65,42,23,0,0,0,67,6,6,0,0,0,17,87,22,0,0,0,7,92,11,0,0,0,4,95,32,0,0,0,3,0,13,0,0,0,7,2,20,0,0,0,56,19,1,0,0,0,7,3,14,0,0,0,21,6,7,0,0,0,86,66,15,0,0,0,49,48,8,0,0,0,87,6,16,0,0,0,3,90,4,0,0,0,63,27,24,0,0,0,74,30,5,0,0,0,14,96,28,0,0,0,12,91,30,0,0,0,96,13,27,0,0,0,14,12,29,0,0,0,81,49,3,0,0,0,51,51,17,0,0,0,84,26","1,52,7,9,19.831,2,1,9",
19/11/2013,1FD4D223-C9C8-AAAB-8CC6-72A27EC3E784,"15,0,0,0,49,49,5,0,0,0,1,100,20,0,0,0,100,0,18,0,0,0,53,52,4,0,0,0,59,48,23,0,0,0,100,2,32,0,0,0,0,0,14,0,0,0,0,0,26,0,0,0,100,0,11,0,0,0,0,96,29,0,0,0,49,49,8,0,0,0,95,0,10,0,0,0,0,0,6,0,0,0,0,95,27,0,0,0,0,49,28,0,0,0,0,97,12,0,0,0,51,50,30,0,0,0,52,52,1,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,51,50,7,0,0,0,50,49,2,0,0,0,0,0,17,0,0,0,50,51,21,0,0,0,0,95,31,0,0,0,58,57,16,0,0,0,0,98,22,0,0,0,3,97,19,0,0,0,52,52,24,0,0,0,95,0,9,0,0,0,97,0,25,0,0,0,82,58","2,24,4,10,17.455683333333333,2,1,9","depends on the before direction of the ball, also what each ball did to the two others"
19/11/2013,AA51E163-A6C1-5FE2-136E-72A28B2D86A6,"8,0,0,0,100,3,14,0,0,0,55,53,17,0,0,0,56,56,23,0,0,0,2,2,16,0,0,0,2,98,1,0,0,0,83,19,5,0,0,0,3,4,2,0,0,0,5,5,15,0,0,0,79,79,18,0,0,0,91,91,4,0,0,0,97,70,25,0,0,0,81,49,31,0,0,0,4,3,26,0,0,0,20,96,24,0,0,0,92,51,9,0,0,0,93,1,27,0,0,0,1,98,12,0,0,0,16,91,13,0,0,0,93,3,28,0,0,0,1,98,22,0,0,0,2,2,7,0,0,0,53,52,21,0,0,0,1,100,11,0,0,0,4,99,10,0,0,0,52,52,6,0,0,0,2,100,3,0,0,0,90,94,19,0,0,0,4,4,20,0,0,0,9,9,32,0,0,0,3,3,29,0,0,0,13,93,30,0,0,0,3,100","1,24,3,10,18.054016666666666,2,1,9","Sometimes they were responsible, most of the time E was always going to go through the gate. "
19/11/2013,ADC5E2A0-5949-D04C-105B-72A3BCD6A9DC,"15,0,0,0,96,96,11,0,0,0,99,0,6,0,0,0,99,0,30,0,0,0,19,90,32,0,0,0,0,99,29,0,0,0,2,93,8,0,0,0,0,98,16,0,0,0,99,0,18,0,0,0,49,49,5,0,0,0,79,18,21,0,0,0,72,31,1,0,0,0,42,59,31,0,0,0,91,90,9,0,0,0,0,99,28,0,0,0,99,0,7,0,0,0,50,49,26,0,0,0,28,82,2,0,0,0,0,0,14,0,0,0,0,13,23,0,0,0,0,78,3,0,0,0,77,77,12,0,0,0,74,23,10,0,0,0,7,89,13,0,0,0,5,92,24,0,0,0,35,72,25,0,0,0,17,84,22,0,0,0,64,30,4,0,0,0,23,87,20,0,0,0,12,90,17,0,0,0,65,65,19,0,0,0,51,50,27,0,0,0,83,7","1,39,7,10,19.341583333333332,1,1,9",If one of the balls blocked E from going in it was partly their fault.
19/11/2013,123CDC07-631D-C3B8-2507-72A3E60714A7,"28,0,0,0,0,100,32,0,0,0,100,0,7,0,0,0,87,77,11,0,0,0,0,100,19,0,0,0,63,83,5,0,0,0,0,100,6,0,0,0,64,49,29,0,0,0,80,23,25,0,0,0,61,50,20,0,0,0,73,22,10,0,0,0,94,45,18,0,0,0,52,69,14,0,0,0,91,30,4,0,0,0,94,67,21,0,0,0,3,92,24,0,0,0,49,50,2,0,0,0,49,49,23,0,0,0,0,0,26,0,0,0,98,0,8,0,0,0,98,0,3,0,0,0,50,50,9,0,0,0,100,0,15,0,0,0,49,48,30,0,0,0,61,65,1,0,0,0,9,91,16,0,0,0,0,99,12,0,0,0,16,90,13,0,0,0,86,35,22,0,0,0,71,77,27,0,0,0,3,98,17,0,0,0,6,95,31,0,0,0,0,0","1,30,3,10,19.634916666666665,2,1,9","When only A or only B touched the ball E to make it go in then the corresponding ball was completely responsible.  If both A and B touched it at the same time and it went in or didn't go in they were equally responsible.  If both A and B touched the ball, but not at the same time, then the one that touched it first was slightly more responsible.  If neither of the balls touched E then neither were responsible, and if E was already going to go into the gate even though it was hit by a ball, then the balls were not responsible."
19/11/2013,0D98400A-4F5E-437D-0AE4-72A43E25E37F,"4,0,0,0,100,67,10,0,0,0,100,100,24,0,0,0,100,73,1,0,0,0,44,100,2,0,0,0,0,0,15,0,0,0,100,100,7,0,0,0,100,100,23,0,0,0,0,0,32,0,0,0,100,0,11,0,0,0,0,100,26,0,0,0,100,0,19,0,0,0,84,96,16,0,0,0,0,100,8,0,0,0,100,0,29,0,0,0,65,93,9,0,0,0,100,0,27,0,0,0,0,76,20,0,0,0,100,100,14,0,0,0,0,0,30,0,0,0,89,71,21,0,0,0,6,100,28,0,0,0,0,100,25,0,0,0,95,94,12,0,0,0,12,92,13,0,0,0,100,0,5,0,0,0,0,100,3,0,0,0,100,100,18,0,0,0,100,100,6,0,0,0,4,100,17,0,0,0,20,91,31,0,0,0,0,0,22,0,0,0,0,100","2,26,6,10,20.379883333333332,2,1,9",A ball was more responsible for getting 'E' through the gate if it pushed it through or changed it's course to help it get though. I thought it was less responsible when the ball had did not touch 'E' or if by touching it did not change it's course enough to affect the outcome. 
19/11/2013,9E01485C-DDA6-B899-DBFE-72A3790C04F6,"1,0,0,0,100,0,5,0,0,0,100,0,15,0,0,0,100,100,23,0,0,0,0,31,24,0,0,0,0,100,32,0,0,0,0,0,3,0,0,0,74,21,16,0,0,0,99,0,2,0,0,0,0,0,6,0,0,0,100,0,18,0,0,0,22,100,4,0,0,0,48,48,11,0,0,0,99,0,10,0,0,0,0,98,12,0,0,0,99,0,14,0,0,0,0,0,8,0,0,0,0,99,9,0,0,0,0,99,20,0,0,0,50,48,21,0,0,0,99,0,26,0,0,0,0,98,28,0,0,0,99,0,17,0,0,0,99,0,7,0,0,0,0,99,22,0,0,0,100,0,25,0,0,0,0,99,30,0,0,0,99,0,31,0,0,0,0,0,29,0,0,0,0,100,19,0,0,0,0,0,13,0,0,0,99,0,27,0,0,0,0,0","2,37,6,10,18.94235,1,1,9","     If they had a direct impact on causing the ball to go in or not they were responsible, if it was already still, or already moving along the same trajectory, than A or B had no impact."
