date,id,data,extra,feedback
11/20/13,D9F86B0C-8C70-685D-0CD5-76DF2B6544B7,"24,0,13,100,29,0,17,0,31,100,4,8,26,100,9,100,2,0,11,100,27,100,5,0,14,0,25,100,7,0,32,34,16,100,21,6,15,100,28,100,20,0,3,0,10,52,12,100,23,0,30,68,19,80,22,56,6,0,1,71,8,0,18,36","2,28,6,10,23.553133333333335,21",""
11/20/13,90AFD225-614C-90CD-5B22-76DFF2BD2B1D,"29,2,8,1,23,2,7,1,15,27,19,1,3,2,31,100,5,2,11,98,32,1,16,99,30,98,1,71,24,3,2,23,28,99,4,1,18,26,14,72,27,98,20,22,10,73,22,71,12,73,26,99,25,100,13,81,9,98,6,6,17,1,21,1","1,57,3,10,16.731633333333335,21","Thank goodness for all those years spent in pool halls! Thanks for having me today!"
11/20/13,8FC4634D-026D-7A0D-E35B-76E1671680EA,"19,21,12,98,7,0,24,1,11,99,14,70,15,99,27,99,22,82,17,2,28,99,29,98,23,1,18,19,26,99,32,32,5,2,10,62,30,99,6,1,4,0,25,99,2,1,8,1,1,68,9,99,13,66,16,99,21,1,3,1,20,40,31,99","2,37,5,10,24.954266666666665,21","none"
11/20/13,F6A856B3-F3BD-3C92-1C4B-76E1CE4EF8AA,"1,85,30,100,28,80,3,0,5,0,24,0,14,20,25,98,21,0,26,83,4,7,23,8,22,81,6,23,29,37,11,68,27,95,7,0,10,27,19,12,13,87,17,4,16,100,9,100,32,20,20,37,2,0,15,100,12,100,18,33,31,100,8,32","2,31,4,9,16.468866666666667,21",""
11/20/13,A8031FB2-344D-E6DC-FBB0-76E932F517B2,"15,100,31,100,25,100,26,100,20,0,17,0,28,100,10,100,30,100,16,100,1,0,14,27,18,0,13,73,5,0,27,100,29,0,21,0,12,100,11,100,2,0,7,0,19,0,4,0,3,0,24,0,9,100,6,20,8,60,22,100,32,64,23,0","2,26,7,10,28.64405,21",""
11/20/13,7DD5D58E-D4E6-649E-2566-76EFAD92A578,"7,0,28,100,6,0,2,0,32,42,12,100,21,0,14,4,19,14,24,8,27,100,20,3,11,100,5,0,30,81,13,95,25,100,31,100,9,100,23,50,17,0,4,0,15,96,29,100,3,4,26,100,18,0,1,0,10,91,22,95,8,18,16,100","2,26,2,10,20.766833333333334,21",""
11/20/13,7ADC254C-04A6-2F0D-2213-76F5A8046C63,"19,63,17,20,15,100,10,38,24,0,4,22,6,0,3,15,23,0,2,0,28,100,1,76,31,100,12,100,26,100,30,91,29,100,14,67,21,0,20,0,13,83,11,100,16,100,27,100,8,23,22,31,9,100,25,100,18,0,5,0,32,27,7,0","2,42,6,10,39.607616666666665,21","This was different and challenging and fun.   Thanks!"
11/20/13,A198E1C3-AE05-0D95-F806-771C166F4D6F,"15,59,7,2,6,27,24,20,4,8,22,64,1,0,30,85,21,10,18,14,9,84,14,31,20,10,10,81,17,37,31,89,2,61,13,81,11,82,3,20,32,77,8,38,25,87,23,12,29,82,5,8,27,83,16,92,26,75,28,87,19,18,12,62","1,27,4,9,22.719066666666667,21","this was an interesting experiment, i enjoyed doing it."
6/27/14,92B1EED7-8768-5872-1CE9-DF77BCD1B6B7,"27,100,22,85,4,23,13,100,16,100,18,0,31,100,23,100,12,90,7,100,6,100,32,100,21,79,28,14,15,77,9,0,20,28,30,92,17,0,19,29,10,0,3,0,8,100,29,0,26,0,25,100,14,100,2,0,5,100,11,6,24,34,1,0","2,33,3,10,13.661966666666666,20",""
6/27/14,55917FB6-8AD7-2CD1-803D-DF78A48C5844,"9,15,15,89,27,20,23,23,12,36,4,64,29,78,20,26,19,17,14,89,24,9,10,36,7,100,8,99,2,68,28,32,11,8,25,15,17,42,32,99,13,27,3,31,16,93,30,100,26,0,5,99,21,10,1,22,6,99,31,99,18,26,22,99","2,25,5,6,16.253583333333335,20","I had fun with this. Would love to play again (even if I dispute a couple of the trials)."
6/27/14,C0CF9D7F-204F-F2B9-B183-DF794E8EBB54,"13,81,4,3,32,100,14,68,21,50,17,23,9,0,20,11,24,0,5,83,18,60,30,100,25,83,23,100,11,0,28,69,3,0,22,100,7,100,29,70,12,0,15,100,8,100,10,68,2,33,1,11,16,88,6,87,26,0,19,0,27,0,31,100","1,25,4,10,14.2429,20",""
6/27/14,53CBB9B9-B35D-2FDD-B2FE-DF7913E67F1F,"5,14,20,91,1,95,11,10,17,95,14,6,30,93,32,97,9,2,23,98,24,97,31,99,3,1,4,2,13,1,29,96,18,3,12,1,28,75,7,99,25,1,21,98,6,99,26,1,27,1,19,1,10,98,15,98,8,98,16,98,22,99,2,2","2,59,7,10,14.601916666666666,20","an interest experiment to visualize what happens when one ball isn't present, sometimes some surprising results."
6/27/14,88640B4B-B7F8-42AF-97C0-DF7A31EC1C18,"9,0,24,23,10,5,1,75,11,2,8,80,32,100,21,88,30,100,18,13,20,1,17,2,3,3,15,99,28,2,19,0,7,100,26,75,22,72,4,9,13,81,23,98,2,21,6,95,25,76,27,10,29,84,16,95,12,12,14,80,31,97,5,65","2,37,5,9,14.284133333333333,20","There was an error in the feedback of (I think Clip 20) in which A continued to interact as though it were present."
6/27/14,3C7BFE8A-4CCD-5EC0-E54F-DF7A4F0308E2,"2,72,16,98,21,60,11,2,14,78,6,98,29,1,23,97,22,99,12,2,10,3,19,1,3,0,15,99,30,99,20,1,25,98,13,0,18,83,9,1,17,1,28,1,8,99,32,98,24,2,1,0,31,99,4,0,5,98,26,98,27,75,7,98","2,56,5,10,16.380483333333334,20","On  the feedback screen several times the green ball touched the other balls"
6/27/14,567663F9-F43C-AA5A-E8F6-DF7AA01DCC9A,"20,0,25,50,8,100,6,50,17,100,7,99,18,100,12,100,15,100,5,50,1,50,11,0,10,50,13,0,23,100,3,50,27,76,21,100,29,50,14,97,16,100,31,100,22,100,4,0,19,50,30,100,32,100,26,100,24,0,28,19,2,50,9,0","1,63,7,10,16.405,20",""
6/27/14,C97541F0-9113-E9AC-55FC-DF7ABDDC66CD,"24,0,11,22,26,64,21,100,12,84,13,72,20,69,5,100,8,100,6,100,1,67,29,100,16,100,9,0,27,0,15,100,22,100,31,100,4,0,3,0,23,100,25,12,2,0,19,0,28,10,32,4,17,7,7,100,18,0,14,96,30,100,10,89","2,38,5,10,15.023933333333334,20","Fun, thanks"
6/27/14,A3BCF9EA-C114-EBD8-8110-DF7B07DC42EA,"3,13,12,2,16,97,22,97,32,98,7,58,24,32,25,97,27,15,6,77,26,69,15,25,23,31,1,4,28,12,29,29,9,4,13,4,18,6,20,40,2,61,31,98,19,17,5,71,8,60,4,15,21,28,30,95,11,27,14,6,17,42,10,2","1,34,8,10,17.46305,20","I'm not very good at this!"
6/27/14,11BC3FDF-904B-18B2-D716-DF7B2649A187,"32,100,15,100,3,0,10,71,27,0,4,37,5,100,22,100,24,100,29,49,17,0,23,100,7,100,28,100,8,100,19,0,13,0,21,0,20,78,26,35,6,51,25,100,18,14,30,89,31,100,14,65,11,9,2,27,16,79,1,27,9,0,12,22","1,31,2,10,15.48295,20","Halfway through, there was one where the E ball was stopped by the ghost A ball -- The E was moving quickly to the gate, then just stopped abruptly in front of it."
6/27/14,323776F7-1190-C4AB-D73E-DF7BC82CDBDC,"27,0,32,100,20,0,31,96,12,0,10,0,9,0,28,31,8,99,18,3,26,100,16,100,5,6,6,32,14,99,21,0,13,91,19,39,23,97,7,92,17,74,29,98,24,98,22,96,3,0,11,1,30,98,15,97,4,0,2,82,25,61,1,0","1,37,5,10,14.880533333333334,20","I enjoyed doing this. "
6/27/14,02709CDD-44DE-0CD0-77D6-DF7D5C6D90FE,"18,85,28,78,23,99,5,92,6,86,14,23,2,34,10,17,15,85,17,31,26,76,32,98,29,55,19,5,8,98,21,61,25,89,1,58,4,56,24,62,16,91,20,35,30,88,11,66,22,96,3,43,31,100,13,26,12,35,9,3,27,4,7,91","1,25,7,10,19.974266666666665,20","I enjoyed taking the study"
6/27/14,8011C1FC-5DF3-252C-2BD9-DF7E1DEBCC28,"14,24,30,64,21,73,13,0,12,68,2,40,22,57,3,32,5,77,23,35,15,67,8,84,9,32,26,55,32,100,29,30,27,58,17,58,28,28,1,77,4,22,11,70,10,59,16,83,20,14,7,100,24,26,6,100,31,100,19,45,18,56,25,57","2,27,5,9,20.777616666666667,20",wouldnt mind playing this for money more often
6/27/14,C9D34340-F487-C23E-C733-DF7E2F8D4C1E,"20,14,12,31,1,50,32,100,29,79,19,76,16,68,15,100,4,50,31,100,11,0,27,36,21,60,30,100,5,63,24,15,3,38,7,100,18,44,10,0,2,0,8,100,17,0,13,0,28,64,6,50,26,50,14,21,25,44,22,100,9,50,23,36","1,22,4,10,20.284183333333335,20","Best HIT ever."
6/27/14,1D37B27B-FEE9-5A7F-14C5-DFB834574B6A,"5,100,15,100,6,100,16,80,9,2,11,0,30,0,21,88,31,100,17,67,4,0,18,28,29,35,20,13,3,13,24,98,8,100,13,13,2,82,26,42,32,100,22,100,1,44,19,100,25,6,14,29,12,19,27,42,28,0,10,35,23,90,7,93","1,37,4,10,15.025,20","none"
6/27/14,51299532-A169-3A18-39B6-DF825BF86398,"8,100,9,19,31,94,32,91,29,89,27,79,2,6,6,90,15,76,18,20,20,71,30,26,11,19,24,50,3,23,7,87,23,74,25,15,28,9,12,58,22,63,13,30,21,72,1,60,14,65,17,39,10,42,5,36,26,43,19,31,4,45,16,80","2,27,6,9,15.258633333333334,20","it was fun to do"
6/27/14,2D34A962-E2CE-2974-D1CB-DF8554A162D0,"25,100,23,100,26,69,12,0,29,0,4,17,7,100,18,34,8,100,32,100,9,0,28,50,13,0,11,35,20,0,3,39,10,50,17,1,16,100,1,23,24,0,2,50,14,61,15,100,27,0,22,100,5,100,6,100,31,100,19,50,30,0,21,38","2,32,6,10,17.8507,20","On Clip 26, when it was showing what would have happened without Ball A, it seemed that ball E was blocked from entering by Ball A(when it should have been invisible/removed). That just seemed like a mistake to me. I could be wrong but that seemed like it was an error so I thought I'd bring it up.  "
6/27/14,682028AE-C605-B47B-6A2A-DF889804BE43,"18,30,1,88,23,86,11,86,16,8,15,8,27,57,24,8,30,4,22,80,13,10,25,8,32,8,6,88,9,8,5,9,4,6,21,83,12,6,3,7,26,72,29,83,10,20,14,15,19,8,31,8,2,13,20,4,7,6,17,19,28,7,8,6","1,26,7,8,17.434216666666668,20","Was fun! thanks!"
6/28/14,28B3748D-E55D-ED1F-3FC3-DFA1C6F422E1,"26,21,8,60,7,13,9,96,18,75,4,20,30,7,32,96,31,98,15,97,19,37,1,23,23,69,29,14,12,59,25,96,20,66,11,12,5,6,6,38,27,33,21,69,2,31,3,64,10,95,22,32,16,25,24,43,14,34,28,91,17,26,13,80","1,31,7,10,16.777066666666666,20","Everything was very clear, thank you."
6/28/14,DE2F51F3-5BD6-1EC0-36DD-DFB54F842F50,"3,8,15,84,30,50,6,85,26,67,9,7,10,15,2,72,18,89,4,2,16,98,22,20,13,9,11,0,17,74,7,100,29,84,8,98,20,4,31,99,12,2,23,99,28,1,19,0,27,0,32,99,14,0,21,99,1,0,25,2,24,19,5,79","2,51,7,9,15.67555,20","This made abundantly clear why I stink at pool."
6/28/14,48C8A378-5B92-5304-CEE3-DFD9C266F5B9,"11,100,23,8,26,100,21,0,3,75,6,12,12,91,20,26,22,30,27,100,30,100,17,29,7,0,19,23,8,0,18,8,14,0,13,95,24,0,4,0,15,100,1,25,29,100,16,99,2,0,31,100,10,50,28,100,5,0,25,100,9,0,32,23","1,24,3,10,14.4651,21",""
6/28/14,5B01425E-77CE-ADD1-4E0A-DFDB333E46DB,"9,9,25,100,31,100,16,100,30,99,32,100,1,0,22,100,7,100,5,0,14,100,17,100,27,100,6,0,11,100,19,30,18,0,3,49,23,100,13,100,20,0,12,100,2,0,29,50,10,0,21,0,26,100,24,0,4,0,15,100,8,100,28,100","2,19,3,10,15.63155,21",""
6/28/14,B849D62E-7C30-9BEB-542D-DFDBC91679B8,"24,3,1,46,19,72,15,99,29,87,12,96,18,10,28,98,31,99,16,95,9,99,7,12,3,5,26,89,25,100,11,90,21,7,23,15,14,12,5,1,20,3,27,91,17,1,6,5,22,95,2,7,4,9,13,94,8,79,30,73,32,85,10,9","1,50,5,10,15.023216666666666,21","fun"
6/28/14,A87457DD-FA98-35E6-3F72-DFDB442681B8,"13,98,9,100,12,100,1,31,16,100,19,7,28,100,8,0,32,94,5,0,21,0,26,100,3,0,2,0,6,0,22,0,31,100,23,0,24,0,27,100,4,0,18,19,11,100,7,0,17,0,25,100,14,59,30,100,10,61,29,100,20,13,15,100","2,42,2,10,14.488216666666666,21",""
6/28/14,DFC05112-314E-FB55-A41B-DFDD27339D2C,"16,95,7,1,22,77,24,0,6,2,5,0,1,66,31,66,32,0,13,15,18,12,28,84,30,87,17,27,2,28,21,6,19,10,11,100,27,100,9,96,14,0,3,9,12,100,15,94,20,67,25,0,26,99,8,70,4,13,29,5,23,71,10,72","1,28,5,4,14.96955,21",""
6/28/14,B62446B7-E6C5-C7D0-DA39-DFDD31F47D13,"6,5,11,96,23,79,14,32,29,98,12,97,25,99,8,7,7,1,20,1,18,2,13,98,1,56,19,1,22,80,17,3,26,99,5,1,9,98,10,50,27,64,28,99,16,99,2,4,4,2,21,2,24,1,32,30,31,98,3,1,30,59,15,99","1,44,7,10,15.43255,21","Some were easy to foresee, some very hard."
6/28/14,8AFE7D69-9211-428C-07D9-DFDDA7EFD7D4,"32,99,12,100,25,100,7,1,14,0,19,100,15,1,18,100,5,0,29,100,24,0,26,0,16,100,27,100,4,0,10,98,20,0,17,0,21,0,11,100,9,100,22,100,6,0,30,100,23,0,1,0,13,100,28,100,2,0,31,100,8,100,3,100","1,51,8,10,16.14345,21","Very interesting and challenging!"
6/28/14,35D9A5A3-9FEA-5F2F-7235-DFE0AD08FBF7,"12,74,14,15,22,31,9,86,6,97,23,29,28,27,5,22,26,93,19,31,29,91,1,31,7,70,16,99,8,14,27,90,13,100,17,24,24,13,15,99,11,88,4,19,32,50,10,41,3,92,31,94,18,29,25,58,20,94,21,33,30,97,2,22","1,34,7,10,15.049366666666666,21",""
6/28/14,5FF1BA1B-56FD-6471-0489-DFE1805A00E9,"17,73,12,100,29,100,14,11,24,0,9,100,10,100,26,100,13,100,8,22,32,0,30,100,2,0,5,0,1,41,3,0,27,100,22,71,19,0,21,57,7,0,15,100,4,0,31,100,16,100,25,100,28,100,23,0,11,100,18,0,20,23,6,0","2,20,4,10,13.167133333333334,21",""
6/28/14,CA46635E-D7A5-56AD-9FBA-DFE1DBF76C98,"19,23,25,9,20,16,21,45,26,95,28,98,8,23,4,9,7,0,6,30,27,99,23,0,13,0,3,48,1,0,29,75,10,46,30,98,17,46,32,100,18,2,16,100,14,61,31,99,15,78,5,0,12,99,9,100,24,0,11,100,2,0,22,30","1,60,7,10,17.70235,21",""
6/28/14,8A735B7E-D6CE-437A-A41D-DFE1EB32418A,"23,100,10,66,1,0,13,100,25,100,18,13,7,0,24,0,21,0,27,100,11,100,20,4,14,0,9,100,26,95,30,95,15,100,22,80,2,0,19,0,17,0,16,100,5,0,29,100,6,0,32,90,12,100,8,10,3,0,4,0,31,100,28,100","1,18,2,10,15.358883333333333,21","This was really awesome. Good luck with your research!"
6/28/14,C0D98F18-D7CC-21D9-22B0-DFE2FA0726EF,"10,59,16,97,17,14,13,79,6,8,5,0,29,39,11,100,25,87,1,16,4,1,15,88,18,15,32,21,3,71,26,86,12,80,14,29,8,69,2,3,31,100,19,15,22,88,9,88,28,98,7,0,27,99,30,98,21,5,20,92,23,23,24,19","1,22,2,9,21.67135,21","n/a"
6/28/14,EC8FF849-80CA-78EA-10D8-DFE2ACF5C373,"17,64,7,0,27,100,5,0,12,100,15,100,23,100,19,100,20,50,9,100,24,0,6,100,28,100,25,100,4,0,8,0,21,0,2,0,29,0,11,100,1,0,14,0,16,100,18,0,32,99,31,100,10,100,22,0,13,100,3,100,26,100,30,100","2,21,5,10,19.975133333333332,21",This experiment was a lot longer than I initially expected.
